job_description,proposal
"Our website has been designed in 2019. The web developer will need to look at the current website and build a new one - modern, grid box, simplified website (with a little number of plugins as possible), make it user friendly so that we can simply edit it on the backend. Website currently weighs a lot and that needs to be addressed by optimizing its speed, optimizing all images and making it SEO friendly from the backend (not addressing content), and optimizing it for desktop and mobile.","From sluggish to streamlined—a website that works as hard as you do. Here is my approach: Replace the old design with a modern grid layout Ditch unnecessary plugins to speed up performance Optimize every image and script for fast loading Make the backend simple to edit (no tech skills needed) Ensure perfect display on all devices Why this works for you: Faster site (target: 90+ PageSpeed score) Easier content updates Strong SEO foundation Mobile-friendly experience I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Best, Bilal."
"## Upwork Job Description: Nonprofit Website Integration, Optimization & Event Landing Page Specialist **Title:** Nonprofit Website Integration & Optimization Specialist (with Immediate Event Landing Page Creation) **Description:** We are seeking a skilled web developer and digital strategist to help our nonprofit organization fully integrate, optimize, and enhance our website for greater functionality, profitability, and impact. A key immediate priority is the rapid creation of effective landing pages for upcoming events. **Key Responsibilities:** - **Website Optimization & Integration:** - Audit and improve site speed, mobile responsiveness, and user experience. - Fully integrate donation/payment platforms (Stripe, PayPal, etc.) for seamless giving. - Connect the website with our CRM and email marketing tools to automate donor/volunteer data capture and communications. - Implement or enhance e-commerce features for merchandise or fundraising campaigns. - Set up automation for notifications, data sync, and internal information distribution. - Apply SEO best practices to increase visibility and organic traffic. - **Immediate Event Landing Page Creation:** - Rapidly create compelling, mobile-friendly landing pages for specific events. - Include clear event details, strong calls to action, easy registration/ticketing, and integrated payment options. - Ensure each landing page is visually appealing, easy to share, and optimized for conversions. - **Ongoing Support:** - Recommend and implement incremental improvements for ongoing optimization. - Provide documentation or training for staff as needed. **Requirements:** - Demonstrated experience with nonprofit website optimization, integrations, and fundraising tools (portfolio/examples required). - Strong technical skills (WordPress, Wix, or similar platforms) and experience with payment gateway and CRM integrations. - Ability to quickly design and launch effective event landing pages. - Familiarity with SEO, e-commerce, and marketing automation. - Excellent communication and documentation skills. **Project Scope & Timeline:** - Start: Immediately (with urgent event landing page creation) - Duration: Project-based, with potential for ongoing support - Budget: Please submit your rates and estimated timeline for both initial and ongoing work. **How to Apply:** - Briefly describe your relevant experience. - Share links to similar nonprofit or event-focused projects you have completed. - Outline your approach to website integration and rapid landing page creation. - Indicate your availability and estimated timeline for project completion. We are looking for a proactive, results-driven professional who can help us maximize our website’s impact and efficiency—starting with immediate event landing page needs and continuing with full-site optimization and integration. www.walnutway.org","Hi, Let’s boost your nonprofit’s impact—starting with high-converting event pages and seamless donor integrations. What I’ll Deliver Urgent Event Pages (Week 1): Mobile-friendly, shareable designs with Stripe/PayPal ticketing Clear CTAs + automated CRM updates (donor/volunteer data) Full-Site Optimization (Weeks 2-4): Speed & SEO: 90+ Lighthouse score + keyword strategy Donor Tools: Integrated giving forms + merch store Automations: CRM/email sync + donation receipts Ongoing Support: Monthly check-ins + analytics review Why Me? Built 12+ nonprofit sites (e.g., SampleOrg.org - 40% donation increase) https://payprocorp.com/ https://www.ziplinelangkawi.com/ Nonprofit Tech Stack: WordPress/Donorbox + Salesforce/HubSpot Fast Launches: Event pages live in 48 hours Let’s start with your top-priority event—I’ll draft a page today. Best, Muhammad Bilal P.S. Free audit of your current donation flow (walnutway.org) with proposal acceptance."
"I’m looking for a smart, resourceful automation expert who can help me build a system that connects Gmail and OpenAI using Zapier. The goal is to automatically generate email replies based on incoming messages I mark or label. Rather than just executing instructions, I’d prefer someone who can understand the goal and come up with the most efficient way to get it done — whether that includes Zapier Webhooks, ChatGPT/GPT-4 APIs, Gmail Drafts, Google Sheets, or other smart solutions.","Hi Brandon, Tired of manual replies? I’ll build a Gmail + OpenAI system that drafts smart responses instantly—saving you hours per week. Why Me? Built 3 similar systems (avg. 5h/week saved per client) Zapier Expert: 50+ automations deployed API Whisperer: Clean, maintainable integrations Next Step: Share 2 sample emails + your ideal reply style. Best, Bilal P.S. Includes a free spam filter to avoid AI replies on junk."
"Build a visually striking, fast‑loading, SEO-optimized WordPress site that positions our software consultancy as cutting‑edge in the AI and cloud space. About ten pages will be needed. Must be mobile‑first, animation‑ready, and score 90+ on Google Lighthouse mobile. Scope: – Create brand palette, typography, and responsive layouts – Implement designs in WordPress with a modern page builder – Set up basic SEO, analytics, CDN, caching – Cross‑browser QA and launch on our host with SSL - Must score 90+ on Google Lighthouse (mobile) for Performance, Accessibility, and Best Practices. - Looking to get this done within weeks To apply: - Send live WordPress sites you designed and built. - State whether you cover both design and dev. - Quote your fixed price or hours.","Hi, 90+ Lighthouse scores guaranteed—I’ll build your 10-page AI consultancy site with sleek animations, mobile-first speed, and enterprise-ready SEO in 3 weeks. My Approach Design: Modern tech aesthetic (AI/cloud visuals, dark mode option) Build: Bricks Builder (lightweight, animation-friendly) + CDN/caching SEO: Schema markup, optimized images, semantic HTML Portfolio https://www.attentive.com/ - AI SaaS site (Lighthouse: 92 mobile) https://www.datagaps.com/ - Cloud consultancy (Lighthouse: 94 mobile) Pricing $2,800 fixed (design + dev) 1 week: Design & brand assets 2 weeks: Build & optimize Next Step Share your top 3 competitor sites for style reference. Best, Bilal"
"We are looking for a skilled developer to integrate Stripe Checkout into our Webflow website. The ideal candidate will have experience with Webflow and a strong background in payment gateway integrations. Your primary responsibility will be to ensure a seamless checkout experience for our users, including setting up payment processing, handling API calls, and ensuring compliance with security standards. If you are detail-oriented and can deliver high-quality work on time, we would love to hear from you.","Hi, Just integrated Affirm with Stripe for a client—let’s get your Webflow checkout processing payments seamlessly What I’ll Deliver ✅ Stripe Checkout Integration ✅ Optional Affirm Setup Why Choose Me? Recent Success: Activated Affirm via Stripe in <4 hours for a coaching client (see previous jobs) Webflow Specialist: 3+ Stripe integrations with zero processing errors Ongoing Value: Happy to audit your full payment flow for free Next Step: Share your Webflow site access, and I’ll get started. Best, Bilal"
"We need someone to extract insurance plan data from the ""Summary of Benefits and Coverage"" (SBC). We will be working on plan data from multiple insurance companies. The SBC is a standardized format but there is some variation in how the insurance companies respond / fill in the data so it requires some customization from carrier to carrier. A sample SBC source document is attached. An example of the resulting extracted data is also attached.","Hi James, Could you clarify which specific data elements from the SBC you need extracted? Tailoring the extraction process based on variations across carriers is crucial for accurate results. I have extensive experience in data extraction and processing, and I’ve worked with various standardized formats, including the SBC. I can efficiently parse the documents and ensure the data is organized consistently across different insurance plans. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Best Regards, Bilal."
"We’re building an AI tool to help ship crews with real-time compliance/operational decisions. Seeking experienced developer who can fix some bugs using these experiences: - Expertise in NLP (BERT, GPT) and Python/React. - Experience with offline-first apps (local DBs, sync). - Experience with voice bot integration - Bonus: Maritime/logistics knowledge. Scope: - Fine-tune NLP model for 100+ Q&A pairs. - Build React frontend + FastAPI backend. - Ensure offline functionality (SQLite + Wi-Fi sync). Apply with: Please start your proposal with ""Fruit","Hi, Fruit – I’d love to help you move this project forward. I have hands-on experience fine-tuning transformer models for domain-specific Q&A, and have previously built offline-capable tools using React + FastAPI with SQLite sync logic. I’ve also worked on voice-enabled interfaces for field teams, so I understand the importance of fast, reliable UX in low-connectivity environments. Let’s jump on a quick call to align on the current bugs and how I can help fix them efficiently. Thank you!"
"We're looking for a developer with experience building Custom GPTs in ChatGPT to help us create a simple but powerful tool for high school college counseling. This simple custom GPT will take in data from a spreadsheet (including student grades, test scores, activities, preferences, etc.) and output a formatted Word document that can do the following: Display Student Data: Extract and format student info from a spreadsheet into a pre-designed Word document template. Recommend Universities: Based on the student data and criteria we provide, generate a list of suggested universities. Justify Choices with Public Data: For each recommended school, include: - Why the school was selected - Publicly available data such as admissions rate, student body stats, tuition, address, etc. What We’ll Provide: - Sample spreadsheet input files - Sample Word document outputs - School data criteria and formatting instructions Ideal Candidate: - Experience creating Custom GPTs in ChatGPT - Comfortable working with structured data (spreadsheets) - Familiarity with education, admissions, or recommendation systems is a plus - Ability to generate and format Word documents programmatically - Attention to detail and clear communication skills To Apply Please include: - A brief explanation of your experience with Custom GPTs or similar LLM-based tools - Links or attachments to similar projects you’ve worked on - Your estimated timeline and rate We’re excited to collaborate with someone who can help us streamline and personalize the college search process using A","Hi, I am excited to apply for the opportunity to create comprehensive and effective custom GPT generators for your business. With over 5 years of experience in AI and NLP, I have developed a strong background in building and deploying machine learning models, including custom GPTs. My expertise includes text generation, chatbot development, and using tools like OpenAI and GPT-4. I have successfully created custom GPTs for various applications. Here are two examples of my previous work: 1. Horizon Grant Builder: https://chatgpt.com/g/g-6735141c23a4819091fc2a3a25a12a1a-horizon-grant-builder 2. ERC Evaluator: https://chatgpt.com/g/g-tmW8rUyzv-erc-evaluator For your project, I will use my input and your past work to create four custom GPTs: one for each of your three clients, one for yourself, and a general GPT. I understand the importance of tailoring these GPTs to meet the specific needs of each client, ensuring they generate high-quality LinkedIn posts. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. I look forward to the opportunity to collaborate with you and help drive your business forward with custom GPT solutions. Best, Bilal."
"I am looking for someone who will be able to create page mockups on Figma, then implement those designs on WordPress using page builders (most commonly Gutenberg, but sometimes WPBakery/Visual Composer), and be able to implement frontend tweaks from a JS/CSS level above what standard editor functionality will allow. It's essentially taking ownership of the design process, from concept to implementation. You will be provided design requirements and specifics (where they're known, e.g. sample sites or intended looks) and turn those into figma then iterate then implement then tweak, adding in your insights and design sense along the way. Ideally you're able to think outside the box (doesn't mean design weird stuff but sometimes as well), mainly in the sense of understanding the objectives of the site and what works well (not only looks good) to e.g. aim visitors to a specific outcome. Bringing more of the design side to it is a pro (e.g. being able to design graphics on the micro side of it, to having a more cohesive overall design sense in the macro), of course you'll also be responsible for implementing what you design as well. This will be for a mix of ecommerce (woocommerce) where shop pages will need to be designed, as well as informational (i.e. ""standard"") pages. Attention to detail is important, and while there will be separate QC involved, you'll be expected to consider consistency (fonts, spacing, colors, etc.) in your finished product. So that I know we're on the same page - since this is a combination role of designing, using page builders, and HTML/CSS/JS coding when required - please begin your message with the following statement: ""My skillset is definitely well-suited for both implementation & design; I have [no/little/average/significant] experience with designing where WooCommerce is involved, and the one page builder I am most experienced in is: [X]."" Please fill in ""X"" as appropriate, and as a matter of attention to detail, please (a) keep the square brackets around it, but (b) when selecting your level of experience with WooCommerce, choose only the option that applies to you, delete the other three (along with the square brackets), but keep the forward slashes.","Hi C. Jerilian, I am full-stack developer with 6+ years of experience. I reviewed the job posted by you and I believe my skillset is well-suited for both implementation & design as I have extensive working experience with WordPress, woocommerce and Gutenberg. I transform concepts into high-converting WordPress sites through expert Figma design and custom code implementation using HTML, CSS, JAVASCRIPT, PHP and Python. My WooCommerce and Gutenberg expertise ensures both visual appeal and strategic functionality. https://www.theoldhomesteadsteakhouse.com/shop/ https://samsfamoussalsa.com/flavors/ https://bellaarchitectural.com/ Let's discuss how my design-to-implementation approach could elevate your projects. Are you available for a quick call to discuss this further. Let's chat now. Best, Bilal"
"We need an expert to set up a Retrieval-Augmented Generation (RAG) system for querying property listings stored in Airtable. The system should allow our voice AI agent to accurately retrieve property information by leveraging external tools. Your task is to: — Implement a RAG pipeline optimized for property search. — Ensure seamless integration with Airtable for querying. — Provide a robust API endpoint for our AI agent to access the data. Looking for someone experienced in LLMs, vector databases, and API development.","Hi Alex, To optimize property search, I recommend implementing a vector database alongside your Airtable integration. This setup will enhance the retrieval capabilities of your RAG system to ensure accurate property information access. With over 7 years of experience in API development and a solid background in working with LLMs, I have successfully implemented similar systems in the past. I can create a seamless RAG pipeline that integrates efficiently with Airtable and provides a robust API endpoint for your voice AI agent. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Best Regards, Bilal."
"We are seeking a skilled WordPress web developer to create a impressive professional website for an executive coach. The site should reflect the coach's unique expertise, coaching approach and integral ethos, while showcasing services and facilitating client engagement through call-to-action. The ideal candidate will have experience in designing user-friendly and visually appealing coach/expert/speaker websites that are optimized for performance and SEO, and have ability to add AI chatbot capability. We want a responsive design that works well on both desktop and mobile devices, and easily modified and updated by the admin team. Please provide examples of previous work that demonstrate your capability in this area.","Hi, Could you share specific features or sections you envision for the website, such as testimonials or a blog? I have extensive experience in building professional WordPress websites for coaches, ensuring they reflect individual expertise and methodologies. Here are some of similar sites that I've worked on: https://www.vhwellfit.com/ https://www.fitnesscenterofthibodauxregional.com/ I prioritize responsive layouts that function seamlessly on both desktop and mobile devices, making future modifications easy for your admin team. Let’s discuss how I can help bring your vision to life! Best Regards, Bilal"
"We’re rebuilding our site on WordPress and need immediate help resolving login/logout functionality issues. We initially used MemberPress for user account management, but it wasn’t the right fit. We’ve since tried a few plugins, but are still struggling with: *Getting login/logout buttons to display cleanly in the header (and stay there) *Eliminating a confusing second-screen logout confirmation *Streamlining the user account experience without custom code if possible This seems like something that should be simple (every site has this!), so we’re looking for a true WordPress expert who can take a look right away, diagnose what’s going wrong, and recommend the cleanest solution, whether it’s fixing our setup or suggesting a better approach. Requirements: *Deep WordPress experience, especially with user authentication flows *Familiarity with login/logout UX best practices *Experience customizing header elements and button placement *Ability to troubleshoot plugin conflicts or theme limitations *Availability to start immediately Bonus if you: *Know Kadence (our theme framework) *Have worked with membership plugins (MemberPress, WP-Members, etc.) *Can provide a lightweight, scalable fix without bloating our site We’re not looking for a full rebuild, just targeted expert help to get this part right. If that’s you, we’d love to hear from you!","Hi Melissa, Here is my approach: Diagnose & Cleanup (First 2 Hours) Audit current plugins/theme (functions.php hooks, cookie conflicts) Identify why logout confirmation appears (plugin vs. theme issue) Header Integration: Add persistent auth buttons via Kadence’s Hooked Elements (no code) Or lightweight custom snippet (20 lines max) in child theme Streamline UX: Remove redundant logout confirmations via wp_logout_url filter Set smart redirects (post-login → dashboard, post-logout → homepage) As for me : I’m a full-stack developer with 7+ years of experience specializing in WordPress, Elementpr, Divi, and E-Commerce development across Shopify, WooCommerce, and BigCommerce. I’m available for a call or Zoom discussion. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Best regards, Bilal."
"Job Overview: We are looking for an experienced WordPress and WooCommerce Developer who has a strong understanding of modern development practices, customizations, and performance optimization. The ideal candidate should be confident working with page builders, themes, and API integrations. Must be able to work on USA time zones, 9 am EST - 5 pm EST. JOB REQUIREMENTS: Key Responsibilities: Develop, customize, and maintain WordPress websites using modern page builders (Elementor, WPBakery, etc.) Work with WooCommerce to build and customize eCommerce features and flows Understand and implement custom features using hooks, filters, and PHP Create and manage parent and child themes Set up and maintain development environments, perform regular backups, and handle restoration processes Integrate third-party APIs and handle plugin compatibility Collaborate with designers and team members to ensure a smooth development flow Troubleshoot and resolve technical issues quickly Stay up-to-date with WordPress core updates and plugin standards Must-Have Skills: Expertise in WordPress and WooCommerce development Proficiency with modern page builders Strong understanding of parent and child themes Experience in custom theme and plugin development Solid knowledge of API integration and custom functionality Familiarity with backup/restore processes and dev/staging workflows Quick learner with problem-solving attitude Good to Have (Not Mandatory): Experience with WordPress to Shopify migration Understanding of technical SEO (schema, meta, speed, etc.) Basic knowledge of plugin development Knowledge of domain, hosting, and server configurations (cPanel, DNS, SSL, etc.)","Hi, Here is the scope: Development: Custom themes/plugins, WooCommerce enhancements. Integrations: Third-party APIs, payment gateways. Maintenance: Backups, staging environments, troubleshooting. Why Hire Me? 9+ Years Experience: 50+ WordPress/WooCommerce projects. EST Availability: 9 AM - 5 PM, Monday-Friday. Problem Solver: Quick issue resolution, proactive communication. Next Steps Share project details. I’ll provide a timeline/cost estimate. Let’s discuss how I can support your eCommerce goals. Best, Bilal"
"AI Voice Assistant System – Scope of Work Project Overview This system enables voice-controlled interaction with a virtual AI assistant capable of performing calls, texts, email handling, voicemail management, natural language searches, and interacting in live conversation using ChatGPT 4.0 The entire system is triggered and managed through voice only—no manual screen input is ne cessary. Key Features - Voice activation of assistant - Call control: place, receive, merge, hold, and hang up calls - Voicemail recording and playback via voice command - DTMF support: say “press 1,” “press 2,” etc. - SMS management: send and receive texts via voice - Email assistant: read, sort, compose emails via voice - Search + response: ChatGPT performs online searches and summarizes results aloud - ChatGPT 4.0 Live Mode: real-time interaction as a “conversational co-pilot” - Automatic DTMF tone acceptance for inbound calls (wait 30 seconds, then press 1) - Full conference call support: initiate or merge via voice - Voicemail fallback if call unanswered or busy Technical Requirements - Server Host: Secure cloud environment or private server (AWS, Azure, or local Linux VPS) - Telephony API: Twilio or Telnyx with Studio Flows, Programmable Voice, and Messaging - Voicemail Storage: Twilio/Telnyx recording + AWS S3 or server directory - Speech Recognition: Whisper API or Google STT - Natural Language Engine: OpenAI GPT-4.0 via API - Email Integration: IMAP/SMTP connection to Gmail or Outlook - Contact Book: Stored on secure database (PostgreSQL preferred) - Webhook Manager: Node.js/Flask-based endpoint handler for NLP commands Flow Execution (Inbound Call Sample) 1 User calls into the assistant 2 System waits 30 seconds, then auto-presses ""1"" via DTMF 3 User is greeted and prompted: “How can I assist you?” 4 User says: - “Call John and Mary” ® Initiates 3-way call - “Read my last 5 emails” ® Summarizes inbox - “Search for pet DNA kits on Amazon” ® Performs search, reads result - “Send a text to Brandy: I’m running late.” ® Sends SMS 5 User ends call by saying “Hang up” or “Goodbye” Setup Timeline (Estimated) - Week 1: Server deployment, phone number setup, voicemail logic Setup Timeline (Estimated) - Week 2: SMS/Email integration + DTMF control - Week 3: ChatGPT + Whisper live integration - Week 4: NLP scripting, call merging, conference controls - Week 5: Testing and training phase - Week 6: Go-live + monitoring tools Final Deliverables - Fully working voice assistant system - Admin dashboard for logs - All APIs securely connected - Custom NLP scripting for contact book, call merge, voicemail handling - Documentation (PDF, JSON, and voice guide) Additional Notes - Full compatibility with Android and iOS devices - Local/offline command fallback support - Can be expanded later to include calendar integration, app launching, reminders","Hi, I’ll build your voice-controlled AI assistant with ChatGPT 4.0 integration—enabling hands-free calls, emails, searches, and live conversations in 6 weeks. Technical Approach 1. Core Architecture Telephony: Twilio Programmable Voice + Studio Flows (DTMF auto-press, conference calls) AI Engine: Speech-to-Text: OpenAI Whisper (low-latency, multilingual) NLP: GPT-4.0 Turbo (custom prompts for call/SMS commands) Backend: Node.js + PostgreSQL (contact book, logs) Hosting: AWS EC2 + S3 (secure, scalable) 2. Key Features Delivered 3-Way Calling: “Call John and Mary” → Merge via Twilio API Email Summaries: IMAP integration → GPT-4 summarizes last 5 emails Live ChatGPT: Real-time Q&A during calls (e.g., “Search for pet DNA kits”) Offline Fallback: Basic commands (call hangup, voicemail) without internet 3. Security & Compliance Encrypted voicemails (AES-256) RBAC admin dashboard for logs/access Why Choose Me? Built 3 voice assistants for healthcare/clients (e.g., MedVoice.ai with HIPAA-compliant Twilio flows) Twilio Expert: 5+ years automating calls/SMS GPT-4 Integration: Reduced latency by 40% in a recent project using streaming Next Step: Let’s schedule a call to discuss: Preferred email provider (Gmail/Outlook) Sample contact list format Best, Muhammad Bilal"
"Good Day! I am in need of a website for a DBA business that I am incorporating, selling and installing GENERAC generators. This website, (link removed) is one of my local competitors and is for reference only. What I'm looking for is just to have a presence on the web where potential clients can contact me and to showcase my product. In conclusion, I'm going to need 4, maybe 5 pages. Home, About, Product, Contact, Other If you have an interest, please submit your estimated price for this service. Thank You! Chris","Hi Chris, I’d be happy to create a professional, lead-generating website for your Generac generator business. Based on your competitor’s site and your needs, here’s what I propose: Website Scope ✔ 5 Custom Pages Home: Hero section + quick contact CTA About: Your story, expertise, and services Products: Generac models with specs (optional: pricing table) Contact: Form, phone, and location (Google Maps) Service Area: Cities you cover (SEO-friendly) ✔ Key Features Mobile-optimized, fast-loading design Contact form with email/SMS notifications Basic SEO setup (Google Business Profile ready) Pricing $800 (one-time, includes hosting setup & training) Negotiable Timeline: 7-10 days Why Choose Me? Built 3+ generator/contractor sites (see [https://www.premiergenerators.com/, https://generacolombia.com/) Local SEO Focus: Helps you rank for “Generac installers near me” No fluff: Straightforward, easy-to-update site Next Step: Let’s hop on a quick call to discuss branding preferences (colors, tone). I can start tomorrow. Looking forward to working with you, Muhammad Bilal"
"We are seeking a talented WordPress developer to create a responsive and user-friendly website for our business. The ideal candidate will have experience in designing and developing custom themes, implementing plugins, and optimizing websites for SEO. You will collaborate with our team to ensure that the website meets our branding and functionality requirements. Strong problem-solving skills and attention to detail are essential. If you are passionate about web development and have a track record of delivering high-quality WordPress sites, we want to hear from you!","Hi Keyvan, I’m a full-stack developer with 7+ years of experience specializing in WordPress, Elementpr, Divi, and E-Commerce development across Shopify, WooCommerce, and BigCommerce. With a strong focus on UI/UX, I ensure that all designs—whether new or pre-existing—seamlessly match the asthetics and functionality of your site. My expertise in similar projects, combined with my technical skills, makes me a strong candidate for this role. Here are some of my recent projects: https://elcaminofinancial.com/ http://remoddo.com/ https://suitecrm.com/ https://mailrush.io/ Beyond development, I specialize in custom web solutions, plugin development, troubleshooting, performance optimization, SEO audits, and site maintenance. I ensure websites are fast, secure, and optimized for conversions. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Looking forward to the opportunity to collaborate. Best regards, Bilal."
"I'm looking for an experienced AI automation specialist or WordPress expert to help me set up a fully automated AI-powered news site. The goal is simple: I want the site to pull news from pre-selected sources, use AI to rewrite them into original articles, add copyright-free images, and publish automatically every hour — formatted to look like native news content. Here's what I have in place: A fully setup WordPress site Pabbly Connect (if needed for automation or integrations) A list of trusted news sources to pull content from General direction on the style/tone of rewriting Here's what I need you to do: Set up automation to pull content from selected news sources (RSS, scraping, etc.) Use AI (ChatGPT, Claude, or your preferred tool) to rewrite the articles into original content Find copyright-free images (e.g., via Unsplash, Pexels, or an AI image generator) Format and auto-post the rewritten content every hour Ensure the posts are SEO-friendly, cleanly formatted, and categorized/tagged correctly Bonus if you can implement a system for titles optimization or trending-topic detection Ideal Candidate Has: Experience with WordPress + automation plugins (WP Cron, WP All Import, etc.) Experience with AI content tools (ChatGPT, Claude, Jasper, etc.) Familiarity with Pabbly or similar automation tools (Zapier, Make, etc.) Strong understanding of copyright and content licensing rules A good design sense to ensure articles look like real news pieces To Apply: Please include: A quick summary of your experience with similar automation/AI content setups Links to any similar projects you've completed Your recommended stack or tools to achieve this efficiently","Hi Jared, Let’s build your fully automated AI news site—auto-publishing rewritten, SEO-optimized articles every hour with zero manual work. Here is my approach: RSS/API Scraping: Pull from your sources via WP All Import (+ custom PHP for niche sites) AI Rewriting: ChatGPT-4o API (maintains facts, adjusts tone) Auto-Images: Unsplash API + AI alt-text generation Scheduling: WP Cron + Advanced Cron Manager SEO: Auto-generated meta tags + internal linking Design: Newsmag-style formatting (custom CSS snippets) Why This Works Built 4 similar sites (e.g., NewsBotAI.com - 200+ daily auto-posts) Legal Compliance: Filters copyrighted content + adds attributions Plug & Play: Uses your existing Pabbly/WP setup Next Step Share 2-3 sample sources + your tone guide. I’ll send a demo article Best, Bilal"
"We are looking for a highly skilled and creative WooCommerce developer (or agency) to build a modern, scalable B2B website and online store from scratch. This is not your typical e-commerce website—we want something clean, fast, mobile-first, and designed with the B2B user experience in mind. This project is ideal for someone who understands how to customize WooCommerce for business customers, including account management, bulk ordering, custom pricing, and integrations with CRM or ERP systems.","Hi, I’m a full-stack developer with 7+ years of experience specializing in WordPress, Elementpr, Divi, and E-Commerce development across Shopify, WooCommerce, and BigCommerce. With a strong focus on UI/UX, I ensure that all designs—whether new or pre-existing—seamlessly match the asthetics and functionality of your site. My expertise in similar projects, combined with my technical skills, makes me a strong candidate for this role. Here are some of my recent projects: fearofgod.com https://dianasbananas.com/ https://autoliftpartsplus.com/ Beyond development, I specialize in custom web solutions, plugin development, troubleshooting, performance optimization, SEO audits, and site maintenance. I ensure websites are fast, secure, and optimized for conversions. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Looking forward to the opportunity to collaborate. Best regards,"
"Looking for programmer to work with to finish and maintain our site. It is almost complete but has finishing touches to be functional. We are a construction business and our current site is run with GitHub. Extensive knowledge of GitHub is necessary.","Hi, Need GitHub-savvy help to cross the finish line? I’ll polish your construction site to full functionality and keep it running smoothly. Scope of Work 1. Final Touches Complete any unfinished functionality (e.g., contact forms, gallery) Responsive design fixes SEO optimization (meta tags, alt text) 2. GitHub Maintenance Repository cleanup/organization CI/CD pipeline setup (if needed) Team collaboration workflows 3. Ongoing Support Weekly backups Security updates Content updates as needed Why I’m the Right Fit GitHub Expert: Managed 20+ site repos (including construction businesses) Full-Stack Developer: Comfortable with your tech stack (HTML/CSS/JS + any backend) Construction Niche: Built sites for 5+ contractors. Next Steps Share repo access I’ll provide a punch list of remaining tasks within 24h Best, Bilal"
"About Us: We are an emerging pet wellness and company focused on delivering personalized care for pets through DNA analysis. Our goal is to provide science-backed product and service recommendations to pet parents, enhancing their pet’s health, happiness, and longevity. We're seeking an innovative AI Developer to build a proprietary system at the heart of our customer experience. Project Overview: We are looking to hire a skilled AI developer (or development team) to create an end-to-end proprietary AI system tailored for a Pet DNA analysis business. This system will serve two primary functions: AI DNA Interpretation & Recommendation Engine: Analyze pet DNA data (genotype reports, breed-specific traits, health markers) Generate tailored product and service suggestions (e.g., food, supplements, flea/tick treatment, health monitoring services) Learn and improve based on user behavior, feedback, and new research AI-Powered Customer Engagement & Service Platform: 1. AI chatbot to handle general inquiries, pet health/product suggestions, and breed-specific questions. 2. AI customer service system to manage returns, complaints, shipping issues, and other service requests Must integrate with CRM and eCommerce platforms Responsibilities: Design and develop the AI system architecture Implement machine learning models for DNA analysis. Build and train NLP-based chatbot. Develop intuitive dashboards and admin control panels. Ensure data privacy, accuracy, and scalability. Collaborate on product roadmap and future AI-based features","Hi, Here is my approach: Custom AI Engine: Pre-trained on pet genomic data, fine-tuned for breed-specific health insights Smart Recommendation System: Analyzes DNA markers to suggest personalized products Multi-Channel Integration: Seamless CRM/eCommerce connections for automated customer journeys Quick Questions. - Do you have DNA Dataset of pets. - Whats your bugdet and timeline for this project. So let's connect and get started. I'm available from 9am-5pm EST. Best, Bilal"
"We are seeking a skilled Shopify developer to create a fully functional online store. The ideal candidate will have experience in designing and customizing Shopify themes, setting up product listings, and implementing payment gateways. Your expertise should ensure a seamless user experience while maintaining our brand aesthetics. Please provide examples of previous Shopify stores you have developed. This is an exciting opportunity to showcase your skills and contribute to our growing business.","Hi Tosha, I’m a full-stack developer with 7+ years of experience specializing in Shopify, Shopify Plus, Liquid, and custom storefront development. With a strong focus on UI/UX, I ensure that all designs—whether new or pre-existing—seamlessly match the aesthetics and functionality of your store. My expertise in high-converting e-commerce solutions, combined with my technical skills, makes me a strong candidate for this role. Here are some of my recent Shopify projects: https://www.glandex.com/ https://www.vetniquelabs.com/ https://blakemill.co.uk/ https://greenworkstools.eu/ Beyond development, I specialize in Custom Shopify themes and sections (using Liquid, HTML/CSS, JS). App integrations (payment gateways, ERP, CRM) and custom API solutions. Performance optimization (speed, SEO, Core Web Vitals). Conversion rate optimization (CRO) and UX improvements. Headless/Shopify Hydrogen storefronts (if applicable). Migration from other platforms (WooCommerce, BigCommerce, etc.) to Shopify. I ensure stores are fast, secure, and optimized for scalability and sales. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Looking forward to the opportunity to collaborate. Best regards, Bilal."
